Substance,Source,Specific_Measure,Type_Event,Region,PRUID,Time_Period,Year_Quarter,Aggregator,Disaggregator,Unit,Value
Stimulants,Deaths,Age breakdown,Total apparent stimulant toxicity deaths,Canada,1,By year,2020,,20 to 29 years,Percent,17
Stimulants,Deaths,Age breakdown,Total apparent stimulant toxicity deaths,Canada,1,By year,2020,,30 to 39 years,Percent,28
Stimulants,Deaths,Age breakdown,Total apparent stimulant toxicity deaths,Canada,1,By year,2020,,40 to 49 years,Percent,24
Stimulants,Deaths,Age breakdown,Total apparent stimulant toxicity deaths,Canada,1,By year,2020,,50 to 59 years,Percent,22
Stimulants,Deaths,Age breakdown,Total apparent stimulant toxicity deaths,Canada,1,By year,2020,,60 years or more,Percent,8
Stimulants,Deaths,Age breakdown,Accidental apparent stimulant toxicity deaths,Canada,1,By year,2018,,0 to 19 years,Percent,1
Stimulants,Deaths,Age breakdown,Accidental apparent stimulant toxicity deaths,Canada,1,By year,2018,,20 to 29 years,Percent,17
Stimulants,Deaths,Age breakdown,Accidental apparent stimulant toxicity deaths,Canada,1,By year,2018,,30 to 39 years,Percent,26
Stimulants,Deaths,Age breakdown,Accidental apparent stimulant toxicity deaths,Canada,1,By year,2018,,40 to 49 years,Percent,23
Stimulants,Deaths,Age breakdown,Accidental apparent stimulant toxicity deaths,Canada,1,By year,2018,,50 to 59 years,Percent,24
Stimulants,Deaths,Age breakdown,Accidental apparent stimulant toxicity deaths,Canada,1,By year,2018,,60 years or more,Percent,8
Stimulants,Deaths,Age breakdown,Accidental apparent stimulant toxicity deaths,Canada,1,By year,2019,,0 to 19 years,Percent,1
Stimulants,Deaths,Age breakdown,Accidental apparent stimulant toxicity deaths,Canada,1,By year,2019,,20 to 29 years,Percent,18
Stimulants,Deaths,Age breakdown,Accidental apparent stimulant toxicity deaths,Canada,1,By year,2019,,30 to 39 years,Percent,28
Stimulants,Deaths,Age breakdown,Accidental apparent stimulant toxicity deaths,Canada,1,By year,2019,,40 to 49 years,Percent,21
Stimulants,Deaths,Age breakdown,Accidental apparent stimulant toxicity deaths,Canada,1,By year,2019,,50 to 59 years,Percent,22
Stimulants,Deaths,Age breakdown,Accidental apparent stimulant toxicity deaths,Canada,1,By year,2019,,60 years or more,Percent,9
Stimulants,Deaths,Age breakdown,Accidental apparent stimulant toxicity deaths,Canada,1,By year,2020,,0 to 19 years,Percent,1
Stimulants,Deaths,Age breakdown,Accidental apparent stimulant toxicity deaths,Canada,1,By year,2020,,20 to 29 years,Percent,17
Stimulants,Deaths,Age breakdown,Accidental apparent stimulant toxicity deaths,Canada,1,By year,2020,,30 to 39 years,Percent,28
Stimulants,Deaths,Age breakdown,Accidental apparent stimulant toxicity deaths,Canada,1,By year,2020,,40 to 49 years,Percent,24
Stimulants,Deaths,Age breakdown,Accidental apparent stimulant toxicity deaths,Canada,1,By year,2020,,50 to 59 years,Percent,22
Stimulants,Deaths,Age breakdown,Accidental apparent stimulant toxicity deaths,Canada,1,By year,2020,,60 years or more,Percent,8
Stimulants,Deaths,Age breakdown,Accidental apparent stimulant toxicity deaths,British Columbia,59,By year,2018,,0 to 19 years,Percent,1
Stimulants,Deaths,Age breakdown,Accidental apparent stimulant toxicity deaths,British Columbia,59,By year,2018,,20 to 29 years,Percent,17
Stimulants,Deaths,Age breakdown,Accidental apparent stimulant toxicity deaths,British Columbia,59,By year,2018,,30 to 39 years,Percent,26
Stimulants,Deaths,Age breakdown,Accidental apparent stimulant toxicity deaths,British Columbia,59,By year,2018,,40 to 49 years,Percent,23
Stimulants,Deaths,Age breakdown,Accidental apparent stimulant toxicity deaths,British Columbia,59,By year,2018,,50 to 59 years,Percent,25
Stimulants,Deaths,Age breakdown,Accidental apparent stimulant toxicity deaths,British Columbia,59,By year,2018,,60 years or more,Percent,9
Stimulants,Deaths,Age breakdown,Accidental apparent stimulant toxicity deaths,British Columbia,59,By year,2019,,0 to 19 years,Percent,2
Stimulants,Deaths,Age breakdown,Accidental apparent stimulant toxicity deaths,British Columbia,59,By year,2019,,20 to 29 years,Percent,18
Stimulants,Deaths,Age breakdown,Accidental apparent stimulant toxicity deaths,British Columbia,59,By year,2019,,30 to 39 years,Percent,26
Stimulants,Deaths,Age breakdown,Accidental apparent stimulant toxicity deaths,British Columbia,59,By year,2019,,40 to 49 years,Percent,22
Stimulants,Deaths,Age breakdown,Accidental apparent stimulant toxicity deaths,British Columbia,59,By year,2019,,50 to 59 years,Percent,22
Stimulants,Deaths,Age breakdown,Accidental apparent stimulant toxicity deaths,British Columbia,59,By year,2019,,60 years or more,Percent,10
Stimulants,Deaths,Age breakdown,Accidental apparent stimulant toxicity deaths,British Columbia,59,By year,2020,,0 to 19 years,Percent,1
Stimulants,Deaths,Age breakdown,Accidental apparent stimulant toxicity deaths,British Columbia,59,By year,2020,,20 to 29 years,Percent,16
Stimulants,Deaths,Age breakdown,Accidental apparent stimulant toxicity deaths,British Columbia,59,By year,2020,,30 to 39 years,Percent,25
Stimulants,Deaths,Age breakdown,Accidental apparent stimulant toxicity deaths,British Columbia,59,By year,2020,,40 to 49 years,Percent,26
Stimulants,Deaths,Age breakdown,Accidental apparent stimulant toxicity deaths,British Columbia,59,By year,2020,,50 to 59 years,Percent,23
Stimulants,Deaths,Age breakdown,Accidental apparent stimulant toxicity deaths,British Columbia,59,By year,2020,,60 years or more,Percent,9
Stimulants,Deaths,Age breakdown,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2018,,0 to 19 years,Percent,1
Stimulants,Deaths,Age breakdown,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2018,,20 to 29 years,Percent,20
Stimulants,Deaths,Age breakdown,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2018,,30 to 39 years,Percent,33
Stimulants,Deaths,Age breakdown,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2018,,40 to 49 years,Percent,28
Stimulants,Deaths,Age breakdown,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2018,,50 to 59 years,Percent,13
Stimulants,Deaths,Age breakdown,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2018,,60 years or more,Percent,5
Stimulants,Deaths,Age breakdown,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2019,,0 to 19 years,Percent,1
Stimulants,Deaths,Age breakdown,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2019,,20 to 29 years,Percent,22
Stimulants,Deaths,Age breakdown,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2019,,30 to 39 years,Percent,37
Stimulants,Deaths,Age breakdown,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2019,,40 to 49 years,Percent,19
Stimulants,Deaths,Age breakdown,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2019,,50 to 59 years,Percent,16
Stimulants,Deaths,Age breakdown,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2019,,60 years or more,Percent,5
Stimulants,Deaths,Age breakdown,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2020,,0 to 19 years,Percent,3
Stimulants,Deaths,Age breakdown,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2020,,20 to 29 years,Percent,18
Stimulants,Deaths,Age breakdown,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2020,,30 to 39 years,Percent,34
Stimulants,Deaths,Age breakdown,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2020,,40 to 49 years,Percent,21
Stimulants,Deaths,Age breakdown,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2020,,50 to 59 years,Percent,18
Stimulants,Deaths,Age breakdown,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2020,,60 years or more,Percent,6
Stimulants,Deaths,Age breakdown,Accidental apparent stimulant toxicity deaths,Ontario,35,By year,2018,,0 to 19 years,Percent,1
Stimulants,Deaths,Age breakdown,Accidental apparent stimulant toxicity deaths,Ontario,35,By year,2018,,20 to 29 years,Percent,17
Stimulants,Deaths,Age breakdown,Accidental apparent stimulant toxicity deaths,Ontario,35,By year,2018,,30 to 39 years,Percent,29
Stimulants,Deaths,Age breakdown,Accidental apparent stimulant toxicity deaths,Ontario,35,By year,2018,,40 to 49 years,Percent,24
Stimulants,Deaths,Age breakdown,Accidental apparent stimulant toxicity deaths,Ontario,35,By year,2018,,50 to 59 years,Percent,22
Stimulants,Deaths,Age breakdown,Accidental apparent stimulant toxicity deaths,Ontario,35,By year,2018,,60 years or more,Percent,7
Stimulants,Deaths,Age breakdown,Accidental apparent stimulant toxicity deaths,Ontario,35,By year,2019,,0 to 19 years,Percent,1
Stimulants,Deaths,Age breakdown,Accidental apparent stimulant toxicity deaths,Ontario,35,By year,2019,,20 to 29 years,Percent,18
Stimulants,Deaths,Age breakdown,Accidental apparent stimulant toxicity deaths,Ontario,35,By year,2019,,30 to 39 years,Percent,28
Stimulants,Deaths,Age breakdown,Accidental apparent stimulant toxicity deaths,Ontario,35,By year,2019,,40 to 49 years,Percent,21
Stimulants,Deaths,Age breakdown,Accidental apparent stimulant toxicity deaths,Ontario,35,By year,2019,,50 to 59 years,Percent,23
Stimulants,Deaths,Age breakdown,Accidental apparent stimulant toxicity deaths,Ontario,35,By year,2019,,60 years or more,Percent,8
Stimulants,Deaths,Age breakdown,Accidental apparent stimulant toxicity deaths,Ontario,35,By year,2020,,0 to 19 years,Percent,1
Stimulants,Deaths,Age breakdown,Accidental apparent stimulant toxicity deaths,Ontario,35,By year,2020,,20 to 29 years,Percent,17
Stimulants,Deaths,Age breakdown,Accidental apparent stimulant toxicity deaths,Ontario,35,By year,2020,,30 to 39 years,Percent,29
Stimulants,Deaths,Age breakdown,Accidental apparent stimulant toxicity deaths,Ontario,35,By year,2020,,40 to 49 years,Percent,24
Stimulants,Deaths,Age breakdown,Accidental apparent stimulant toxicity deaths,Ontario,35,By year,2020,,50 to 59 years,Percent,22
Stimulants,Deaths,Age breakdown,Accidental apparent stimulant toxicity deaths,Ontario,35,By year,2020,,60 years or more,Percent,7
Stimulants,Deaths,Age breakdown,Accidental apparent stimulant toxicity deaths,Quebec,24,By year,2018,,0 to 19 years,Percent,2
Stimulants,Deaths,Age breakdown,Accidental apparent stimulant toxicity deaths,Quebec,24,By year,2018,,20 to 29 years,Percent,17
Stimulants,Deaths,Age breakdown,Accidental apparent stimulant toxicity deaths,Quebec,24,By year,2018,,30 to 39 years,Percent,15
Stimulants,Deaths,Age breakdown,Accidental apparent stimulant toxicity deaths,Quebec,24,By year,2018,,40 to 49 years,Percent,22
Stimulants,Deaths,Age breakdown,Accidental apparent stimulant toxicity deaths,Quebec,24,By year,2018,,50 to 59 years,Percent,30
Stimulants,Deaths,Age breakdown,Accidental apparent stimulant toxicity deaths,Quebec,24,By year,2018,,60 years or more,Percent,15
Stimulants,Deaths,Age breakdown,Accidental apparent stimulant toxicity deaths,Nova Scotia,12,By year,2018,,0 to 19 years,Percent,4
Stimulants,Deaths,Age breakdown,Accidental apparent stimulant toxicity deaths,Nova Scotia,12,By year,2018,,20 to 29 years,Percent,35
Stimulants,Deaths,Age breakdown,Accidental apparent stimulant toxicity deaths,Nova Scotia,12,By year,2018,,30 to 39 years,Percent,22
Stimulants,Deaths,Age breakdown,Accidental apparent stimulant toxicity deaths,Nova Scotia,12,By year,2018,,40 to 49 years,Percent,13
Stimulants,Deaths,Age breakdown,Accidental apparent stimulant toxicity deaths,Nova Scotia,12,By year,2018,,50 to 59 years,Percent,22
Stimulants,Deaths,Age breakdown,Accidental apparent stimulant toxicity deaths,Nova Scotia,12,By year,2018,,60 years or more,Percent,4
Stimulants,Deaths,Age breakdown,Accidental apparent stimulant toxicity deaths,Nova Scotia,12,By year,2019,,0 to 19 years,Percent,4
Stimulants,Deaths,Age breakdown,Accidental apparent stimulant toxicity deaths,Nova Scotia,12,By year,2019,,20 to 29 years,Percent,15
Stimulants,Deaths,Age breakdown,Accidental apparent stimulant toxicity deaths,Nova Scotia,12,By year,2019,,30 to 39 years,Percent,26
Stimulants,Deaths,Age breakdown,Accidental apparent stimulant toxicity deaths,Nova Scotia,12,By year,2019,,40 to 49 years,Percent,19
Stimulants,Deaths,Age breakdown,Accidental apparent stimulant toxicity deaths,Nova Scotia,12,By year,2019,,50 to 59 years,Percent,19
Stimulants,Deaths,Age breakdown,Accidental apparent stimulant toxicity deaths,Nova Scotia,12,By year,2019,,60 years or more,Percent,19
Stimulants,Deaths,Age breakdown,Accidental apparent stimulant toxicity deaths,Nova Scotia,12,By year,2020,,0 to 19 years,Percent,6
Stimulants,Deaths,Age breakdown,Accidental apparent stimulant toxicity deaths,Nova Scotia,12,By year,2020,,20 to 29 years,Percent,21
Stimulants,Deaths,Age breakdown,Accidental apparent stimulant toxicity deaths,Nova Scotia,12,By year,2020,,30 to 39 years,Percent,18
Stimulants,Deaths,Age breakdown,Accidental apparent stimulant toxicity deaths,Nova Scotia,12,By year,2020,,40 to 49 years,Percent,21
Stimulants,Deaths,Age breakdown,Accidental apparent stimulant toxicity deaths,Nova Scotia,12,By year,2020,,50 to 59 years,Percent,21
Stimulants,Deaths,Age breakdown,Accidental apparent stimulant toxicity deaths,Nova Scotia,12,By year,2020,,60 years or more,Percent,12
Stimulants,Deaths,Age breakdown,Accidental apparent stimulant toxicity deaths,Newfoundland and Labrador,10,By year,2020,,0 to 19 years,Percent,Suppressed
Stimulants,Deaths,Age breakdown,Accidental apparent stimulant toxicity deaths,Newfoundland and Labrador,10,By year,2020,,20 to 29 years,Percent,Suppressed
Stimulants,Deaths,Age breakdown,Accidental apparent stimulant toxicity deaths,Newfoundland and Labrador,10,By year,2020,,30 to 39 years,Percent,Suppressed
Stimulants,Deaths,Age breakdown,Accidental apparent stimulant toxicity deaths,Newfoundland and Labrador,10,By year,2020,,40 to 49 years,Percent,Suppressed
Stimulants,Deaths,Age breakdown,Accidental apparent stimulant toxicity deaths,Newfoundland and Labrador,10,By year,2020,,50 to 59 years,Percent,Suppressed
Stimulants,Deaths,Age breakdown,Accidental apparent stimulant toxicity deaths,Newfoundland and Labrador,10,By year,2020,,60 years or more,Percent,Suppressed
Stimulants,Deaths,Age breakdown,Accidental apparent stimulant toxicity deaths,Northwest Territories,61,By year,2020,,0 to 19 years,Percent,Suppressed
Stimulants,Deaths,Age breakdown,Accidental apparent stimulant toxicity deaths,Northwest Territories,61,By year,2020,,20 to 29 years,Percent,Suppressed
Stimulants,Deaths,Age breakdown,Accidental apparent stimulant toxicity deaths,Northwest Territories,61,By year,2020,,30 to 39 years,Percent,Suppressed
Stimulants,Deaths,Age breakdown,Accidental apparent stimulant toxicity deaths,Northwest Territories,61,By year,2020,,40 to 49 years,Percent,Suppressed
Stimulants,Deaths,Age breakdown,Accidental apparent stimulant toxicity deaths,Northwest Territories,61,By year,2020,,50 to 59 years,Percent,Suppressed
Stimulants,Deaths,Age breakdown,Accidental apparent stimulant toxicity deaths,Northwest Territories,61,By year,2020,,60 years or more,Percent,Suppressed
Stimulants,Deaths,Type of stimulants breakdown,Total apparent stimulant toxicity deaths,Canada,1,By year,2018,,Cocaine,Percent,70
Stimulants,Deaths,Type of stimulants breakdown,Total apparent stimulant toxicity deaths,Canada,1,By year,2018,,Methamphetamine,Percent,43
Stimulants,Deaths,Type of stimulants breakdown,Total apparent stimulant toxicity deaths,Canada,1,By year,2018,,Other stimulants,Percent,9
Stimulants,Deaths,Type of stimulants breakdown,Total apparent stimulant toxicity deaths,Canada,1,By year,2019,,Cocaine,Percent,67
Stimulants,Deaths,Type of stimulants breakdown,Total apparent stimulant toxicity deaths,Canada,1,By year,2019,,Methamphetamine,Percent,44
Stimulants,Deaths,Type of stimulants breakdown,Total apparent stimulant toxicity deaths,Canada,1,By year,2019,,Other stimulants,Percent,7
Stimulants,Deaths,Type of stimulants breakdown,Total apparent stimulant toxicity deaths,Canada,1,By year,2020,,Cocaine,Percent,68
Stimulants,Deaths,Type of stimulants breakdown,Total apparent stimulant toxicity deaths,Canada,1,By year,2020,,Methamphetamine,Percent,47
Stimulants,Deaths,Type of stimulants breakdown,Total apparent stimulant toxicity deaths,Canada,1,By year,2020,,Other stimulants,Percent,7
Stimulants,Deaths,Type of stimulants breakdown,Accidental apparent stimulant toxicity deaths,Canada,1,By year,2018,,Cocaine,Percent,70
Stimulants,Deaths,Type of stimulants breakdown,Accidental apparent stimulant toxicity deaths,Canada,1,By year,2018,,Methamphetamine,Percent,43
Stimulants,Deaths,Type of stimulants breakdown,Accidental apparent stimulant toxicity deaths,Canada,1,By year,2018,,Other stimulants,Percent,8
Stimulants,Deaths,Type of stimulants breakdown,Accidental apparent stimulant toxicity deaths,Canada,1,By year,2019,,Cocaine,Percent,67
Stimulants,Deaths,Type of stimulants breakdown,Accidental apparent stimulant toxicity deaths,Canada,1,By year,2019,,Methamphetamine,Percent,44
Stimulants,Deaths,Type of stimulants breakdown,Accidental apparent stimulant toxicity deaths,Canada,1,By year,2019,,Other stimulants,Percent,6
Stimulants,Deaths,Type of stimulants breakdown,Accidental apparent stimulant toxicity deaths,Canada,1,By year,2020,,Cocaine,Percent,68
Stimulants,Deaths,Type of stimulants breakdown,Accidental apparent stimulant toxicity deaths,Canada,1,By year,2020,,Methamphetamine,Percent,47
Stimulants,Deaths,Type of stimulants breakdown,Accidental apparent stimulant toxicity deaths,Canada,1,By year,2020,,Other stimulants,Percent,6
Stimulants,Deaths,Type of stimulants breakdown,Accidental apparent stimulant toxicity deaths,British Columbia,59,By year,2018,,Cocaine,Percent,68
Stimulants,Deaths,Type of stimulants breakdown,Accidental apparent stimulant toxicity deaths,British Columbia,59,By year,2018,,Methamphetamine,Percent,50
Stimulants,Deaths,Type of stimulants breakdown,Accidental apparent stimulant toxicity deaths,British Columbia,59,By year,2018,,Other stimulants,Percent,3
Stimulants,Deaths,Type of stimulants breakdown,Accidental apparent stimulant toxicity deaths,British Columbia,59,By year,2019,,Cocaine,Percent,63
Stimulants,Deaths,Type of stimulants breakdown,Accidental apparent stimulant toxicity deaths,British Columbia,59,By year,2019,,Methamphetamine,Percent,51
Stimulants,Deaths,Type of stimulants breakdown,Accidental apparent stimulant toxicity deaths,British Columbia,59,By year,2019,,Other stimulants,Percent,4
Stimulants,Deaths,Type of stimulants breakdown,Accidental apparent stimulant toxicity deaths,British Columbia,59,By year,2020,,Cocaine,Percent,63
Stimulants,Deaths,Type of stimulants breakdown,Accidental apparent stimulant toxicity deaths,British Columbia,59,By year,2020,,Methamphetamine,Percent,57
Stimulants,Deaths,Type of stimulants breakdown,Accidental apparent stimulant toxicity deaths,British Columbia,59,By year,2020,,Other stimulants,Percent,5
Stimulants,Deaths,Type of stimulants breakdown,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2018,,Cocaine,Percent,51
Stimulants,Deaths,Type of stimulants breakdown,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2018,,Methamphetamine,Percent,54
Stimulants,Deaths,Type of stimulants breakdown,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2018,,Other stimulants,Percent,14
Stimulants,Deaths,Type of stimulants breakdown,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2019,,Cocaine,Percent,25
Stimulants,Deaths,Type of stimulants breakdown,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2019,,Methamphetamine,Percent,77
Stimulants,Deaths,Type of stimulants breakdown,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2019,,Other stimulants,Percent,9
Stimulants,Deaths,Type of stimulants breakdown,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2020,,Cocaine,Percent,33
Stimulants,Deaths,Type of stimulants breakdown,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2020,,Methamphetamine,Percent,71
Stimulants,Deaths,Type of stimulants breakdown,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2020,,Other stimulants,Percent,5
Stimulants,Deaths,Type of stimulants breakdown,Accidental apparent stimulant toxicity deaths,Ontario,35,By year,2018,,Cocaine,Percent,75
Stimulants,Deaths,Type of stimulants breakdown,Accidental apparent stimulant toxicity deaths,Ontario,35,By year,2018,,Methamphetamine,Percent,36
Stimulants,Deaths,Type of stimulants breakdown,Accidental apparent stimulant toxicity deaths,Ontario,35,By year,2018,,Other stimulants,Percent,8
Stimulants,Deaths,Type of stimulants breakdown,Accidental apparent stimulant toxicity deaths,Ontario,35,By year,2019,,Cocaine,Percent,73
Stimulants,Deaths,Type of stimulants breakdown,Accidental apparent stimulant toxicity deaths,Ontario,35,By year,2019,,Methamphetamine,Percent,39
Stimulants,Deaths,Type of stimulants breakdown,Accidental apparent stimulant toxicity deaths,Ontario,35,By year,2019,,Other stimulants,Percent,7
Stimulants,Deaths,Type of stimulants breakdown,Accidental apparent stimulant toxicity deaths,Ontario,35,By year,2020,,Cocaine,Percent,73
Stimulants,Deaths,Type of stimulants breakdown,Accidental apparent stimulant toxicity deaths,Ontario,35,By year,2020,,Methamphetamine,Percent,44
Stimulants,Deaths,Type of stimulants breakdown,Accidental apparent stimulant toxicity deaths,Ontario,35,By year,2020,,Other stimulants,Percent,6
Stimulants,Deaths,Type of stimulants breakdown,Accidental apparent stimulant toxicity deaths,Quebec,24,By year,2018,,Cocaine,Percent,62
Stimulants,Deaths,Type of stimulants breakdown,Accidental apparent stimulant toxicity deaths,Quebec,24,By year,2018,,Methamphetamine,Percent,Not available
Stimulants,Deaths,Type of stimulants breakdown,Accidental apparent stimulant toxicity deaths,Quebec,24,By year,2018,,Other stimulants,Percent,38
Stimulants,Deaths,Type of stimulants breakdown,Accidental apparent stimulant toxicity deaths,Nova Scotia,12,By year,2018,,Cocaine,Percent,91
Stimulants,Deaths,Type of stimulants breakdown,Accidental apparent stimulant toxicity deaths,Nova Scotia,12,By year,2018,,Methamphetamine,Percent,13
Stimulants,Deaths,Type of stimulants breakdown,Accidental apparent stimulant toxicity deaths,Nova Scotia,12,By year,2018,,Other stimulants,Percent,9
Stimulants,Deaths,Type of stimulants breakdown,Accidental apparent stimulant toxicity deaths,Nova Scotia,12,By year,2019,,Cocaine,Percent,67
Stimulants,Deaths,Type of stimulants breakdown,Accidental apparent stimulant toxicity deaths,Nova Scotia,12,By year,2019,,Methamphetamine,Percent,33
Stimulants,Deaths,Type of stimulants breakdown,Accidental apparent stimulant toxicity deaths,Nova Scotia,12,By year,2019,,Other stimulants,Percent,15
Stimulants,Deaths,Type of stimulants breakdown,Accidental apparent stimulant toxicity deaths,Nova Scotia,12,By year,2020,,Cocaine,Percent,82
Stimulants,Deaths,Type of stimulants breakdown,Accidental apparent stimulant toxicity deaths,Nova Scotia,12,By year,2020,,Methamphetamine,Percent,0
Stimulants,Deaths,Type of stimulants breakdown,Accidental apparent stimulant toxicity deaths,Nova Scotia,12,By year,2020,,Other stimulants,Percent,24
Stimulants,Deaths,Type of stimulants breakdown,Accidental apparent stimulant toxicity deaths,Newfoundland and Labrador,10,By year,2020,,Cocaine,Percent,Suppressed
Stimulants,Deaths,Type of stimulants breakdown,Accidental apparent stimulant toxicity deaths,Newfoundland and Labrador,10,By year,2020,,Methamphetamine,Percent,Suppressed
Stimulants,Deaths,Type of stimulants breakdown,Accidental apparent stimulant toxicity deaths,Newfoundland and Labrador,10,By year,2020,,Other stimulants,Percent,60
Stimulants,Deaths,Type of stimulants breakdown,Accidental apparent stimulant toxicity deaths,Northwest Territories,61,By year,2020,,Cocaine,Percent,Suppressed
Stimulants,Deaths,Type of stimulants breakdown,Accidental apparent stimulant toxicity deaths,Northwest Territories,61,By year,2020,,Methamphetamine,Percent,Suppressed
Stimulants,Deaths,Type of stimulants breakdown,Accidental apparent stimulant toxicity deaths,Northwest Territories,61,By year,2020,,Other stimulants,Percent,Suppressed
Stimulants,Deaths,Involvement of opioids,Total apparent stimulant toxicity deaths,Canada,1,By year,2018,,,Percent,73
Stimulants,Deaths,Involvement of opioids,Total apparent stimulant toxicity deaths,Canada,1,By year,2019,,,Percent,76
Stimulants,Deaths,Involvement of opioids,Total apparent stimulant toxicity deaths,Canada,1,By year,2020,,,Percent,83
Stimulants,Deaths,Involvement of opioids,Accidental apparent stimulant toxicity deaths,Canada,1,By year,2018,,,Percent,74
Stimulants,Deaths,Involvement of opioids,Accidental apparent stimulant toxicity deaths,Canada,1,By year,2019,,,Percent,77
Stimulants,Deaths,Involvement of opioids,Accidental apparent stimulant toxicity deaths,Canada,1,By year,2020,,,Percent,84
Stimulants,Deaths,Involvement of opioids,Accidental apparent stimulant toxicity deaths,British Columbia,59,By year,2018,,,Percent,91
Stimulants,Deaths,Involvement of opioids,Accidental apparent stimulant toxicity deaths,British Columbia,59,By year,2019,,,Percent,89
Stimulants,Deaths,Involvement of opioids,Accidental apparent stimulant toxicity deaths,British Columbia,59,By year,2020,,,Percent,89
Stimulants,Deaths,Involvement of opioids,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2018,,,Percent,66
Stimulants,Deaths,Involvement of opioids,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2019,,,Percent,58
Stimulants,Deaths,Involvement of opioids,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2020,,,Percent,84
Stimulants,Deaths,Involvement of opioids,Accidental apparent stimulant toxicity deaths,Ontario,35,By year,2018,,,Percent,71
Stimulants,Deaths,Involvement of opioids,Accidental apparent stimulant toxicity deaths,Ontario,35,By year,2019,,,Percent,75
Stimulants,Deaths,Involvement of opioids,Accidental apparent stimulant toxicity deaths,Ontario,35,By year,2020,,,Percent,83
Stimulants,Deaths,Involvement of opioids,Accidental apparent stimulant toxicity deaths,Quebec,24,By year,2018,,,Percent,Not available
Stimulants,Deaths,Involvement of opioids,Accidental apparent stimulant toxicity deaths,Nova Scotia,12,By year,2018,,,Percent,65
Stimulants,Deaths,Involvement of opioids,Accidental apparent stimulant toxicity deaths,Nova Scotia,12,By year,2019,,,Percent,63
Stimulants,Deaths,Involvement of opioids,Accidental apparent stimulant toxicity deaths,Nova Scotia,12,By year,2020,,,Percent,48
Stimulants,Deaths,Involvement of opioids,Accidental apparent stimulant toxicity deaths,Newfoundland and Labrador,10,By year,2020,,,Percent,80
Stimulants,Deaths,Involvement of opioids,Accidental apparent stimulant toxicity deaths,Northwest Territories,61,By year,2020,,,Percent,0
Stimulants,Deaths,Involvement of other psychoactive substances,Total apparent stimulant toxicity deaths,Canada,1,By year,2018,,,Percent,30
Stimulants,Deaths,Involvement of other psychoactive substances,Total apparent stimulant toxicity deaths,Canada,1,By year,2019,,,Percent,22
Stimulants,Deaths,Involvement of other psychoactive substances,Total apparent stimulant toxicity deaths,Canada,1,By year,2020,,,Percent,21
Stimulants,Deaths,Involvement of other psychoactive substances,Accidental apparent stimulant toxicity deaths,Canada,1,By year,2018,,,Percent,29
Stimulants,Deaths,Involvement of other psychoactive substances,Accidental apparent stimulant toxicity deaths,Canada,1,By year,2019,,,Percent,22
Stimulants,Deaths,Involvement of other psychoactive substances,Accidental apparent stimulant toxicity deaths,Canada,1,By year,2020,,,Percent,20
Stimulants,Deaths,Involvement of other psychoactive substances,Accidental apparent stimulant toxicity deaths,British Columbia,59,By year,2018,,,Percent,32
Stimulants,Deaths,Involvement of other psychoactive substances,Accidental apparent stimulant toxicity deaths,British Columbia,59,By year,2019,,,Percent,38
Stimulants,Deaths,Involvement of other psychoactive substances,Accidental apparent stimulant toxicity deaths,British Columbia,59,By year,2020,,,Percent,39
Stimulants,Deaths,Involvement of other psychoactive substances,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2018,,,Percent,42
Stimulants,Deaths,Involvement of other psychoactive substances,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2019,,,Percent,39
