,Substance,Source,Type of Event,Region,Event Category,Substance_num,Source_num,Grouped Events
8694,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Quebec,10,2,2,
8695,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Quebec,10,2,2,
8696,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Quebec,10,2,2,
8697,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Quebec,10,2,2,
8698,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Quebec,10,2,2,
8699,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Quebec,10,2,2,
8700,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,New Brunswick,10,2,2,
8701,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,New Brunswick,10,2,2,
8702,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,New Brunswick,10,2,2,
8703,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,New Brunswick,10,2,2,
8704,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,New Brunswick,10,2,2,
8705,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,New Brunswick,10,2,2,
8706,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,New Brunswick,10,2,2,
8707,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,New Brunswick,10,2,2,
8708,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,New Brunswick,10,2,2,
8709,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,New Brunswick,10,2,2,
8710,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,New Brunswick,10,2,2,
8711,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,New Brunswick,10,2,2,
8712,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,New Brunswick,10,2,2,
8713,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,New Brunswick,10,2,2,
8714,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,New Brunswick,10,2,2,
8715,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,New Brunswick,10,2,2,
8716,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,New Brunswick,10,2,2,
8717,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,New Brunswick,10,2,2,
8718,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,New Brunswick,10,2,2,
8719,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,New Brunswick,10,2,2,
8720,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,New Brunswick,10,2,2,
8721,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,New Brunswick,10,2,2,
8722,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,New Brunswick,10,2,2,
8723,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,New Brunswick,10,2,2,
8724,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,New Brunswick,10,2,2,
8725,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,New Brunswick,10,2,2,
8726,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,New Brunswick,10,2,2,
8727,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,New Brunswick,10,2,2,
8728,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,New Brunswick,10,2,2,
8729,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,New Brunswick,10,2,2,
8730,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Nova Scotia,10,2,2,
8731,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Nova Scotia,10,2,2,
8732,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Nova Scotia,10,2,2,
8733,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Nova Scotia,10,2,2,
8734,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Nova Scotia,10,2,2,
8735,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Nova Scotia,10,2,2,
8736,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Nova Scotia,10,2,2,
8737,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Nova Scotia,10,2,2,
8738,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Nova Scotia,10,2,2,
8739,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Nova Scotia,10,2,2,
8740,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Nova Scotia,10,2,2,
8741,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Nova Scotia,10,2,2,
8742,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Nova Scotia,10,2,2,
8743,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Nova Scotia,10,2,2,
8744,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Nova Scotia,10,2,2,
8745,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Nova Scotia,10,2,2,
8746,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Nova Scotia,10,2,2,
8747,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Nova Scotia,10,2,2,
8748,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Nova Scotia,10,2,2,
8749,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Nova Scotia,10,2,2,
8750,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Nova Scotia,10,2,2,
8751,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Nova Scotia,10,2,2,
8752,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Nova Scotia,10,2,2,
8753,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Nova Scotia,10,2,2,
8754,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Nova Scotia,10,2,2,
8755,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Nova Scotia,10,2,2,
8756,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Nova Scotia,10,2,2,
8757,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Nova Scotia,10,2,2,
8758,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Nova Scotia,10,2,2,
8759,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Nova Scotia,10,2,2,
8760,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Prince Edward Island,10,2,2,
8761,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Prince Edward Island,10,2,2,
8762,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Prince Edward Island,10,2,2,
8763,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Prince Edward Island,10,2,2,
8764,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Prince Edward Island,10,2,2,
8765,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Prince Edward Island,10,2,2,
8766,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Prince Edward Island,10,2,2,
8767,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Prince Edward Island,10,2,2,
8768,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Prince Edward Island,10,2,2,
8769,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Prince Edward Island,10,2,2,
8770,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Prince Edward Island,10,2,2,
8771,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Prince Edward Island,10,2,2,
8772,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Prince Edward Island,10,2,2,
8773,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Prince Edward Island,10,2,2,
8774,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Prince Edward Island,10,2,2,
8775,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Prince Edward Island,10,2,2,
8776,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Prince Edward Island,10,2,2,
8777,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Prince Edward Island,10,2,2,
8778,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Prince Edward Island,10,2,2,
8779,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Prince Edward Island,10,2,2,
8780,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Prince Edward Island,10,2,2,
8781,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Prince Edward Island,10,2,2,
8782,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Prince Edward Island,10,2,2,
8783,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Prince Edward Island,10,2,2,
8784,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Prince Edward Island,10,2,2,
8785,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Prince Edward Island,10,2,2,
8786,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Prince Edward Island,10,2,2,
8787,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Prince Edward Island,10,2,2,
8788,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Prince Edward Island,10,2,2,
8789,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Prince Edward Island,10,2,2,
8790,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Newfoundland and Labrador,10,2,2,
8791,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Newfoundland and Labrador,10,2,2,
8792,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Newfoundland and Labrador,10,2,2,
8793,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Newfoundland and Labrador,10,2,2,
8794,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Newfoundland and Labrador,10,2,2,
8795,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Newfoundland and Labrador,10,2,2,
8796,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Newfoundland and Labrador,10,2,2,
8797,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Newfoundland and Labrador,10,2,2,
8798,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Newfoundland and Labrador,10,2,2,
8799,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Newfoundland and Labrador,10,2,2,
8800,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Newfoundland and Labrador,10,2,2,
8801,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Newfoundland and Labrador,10,2,2,
8802,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Newfoundland and Labrador,10,2,2,
8803,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Newfoundland and Labrador,10,2,2,
8804,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Newfoundland and Labrador,10,2,2,
8805,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Newfoundland and Labrador,10,2,2,
8806,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Newfoundland and Labrador,10,2,2,
8807,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Newfoundland and Labrador,10,2,2,
8808,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Newfoundland and Labrador,10,2,2,
8809,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Newfoundland and Labrador,10,2,2,
8810,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Newfoundland and Labrador,10,2,2,
8811,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Newfoundland and Labrador,10,2,2,
8812,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Newfoundland and Labrador,10,2,2,
8813,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Newfoundland and Labrador,10,2,2,
8814,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Newfoundland and Labrador,10,2,2,
8815,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Newfoundland and Labrador,10,2,2,
8816,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Newfoundland and Labrador,10,2,2,
8817,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Newfoundland and Labrador,10,2,2,
8818,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Newfoundland and Labrador,10,2,2,
8819,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Newfoundland and Labrador,10,2,2,
8820,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Territories,10,2,2,
8821,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Territories,10,2,2,
8822,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Territories,10,2,2,
8823,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Territories,10,2,2,
8824,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Territories,10,2,2,
8825,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Territories,10,2,2,
8826,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Territories,10,2,2,
8827,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Territories,10,2,2,
8828,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Territories,10,2,2,
8829,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Territories,10,2,2,
8830,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Territories,10,2,2,
8831,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Territories,10,2,2,
8832,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Territories,10,2,2,
8833,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Territories,10,2,2,
8834,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Territories,10,2,2,
8835,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Territories,10,2,2,
8836,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Territories,10,2,2,
8837,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Territories,10,2,2,
8838,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Territories,10,2,2,
8839,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Territories,10,2,2,
8840,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Territories,10,2,2,
8841,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Territories,10,2,2,
8842,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Territories,10,2,2,
8843,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Territories,10,2,2,
8844,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Territories,10,2,2,
8845,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Territories,10,2,2,
8846,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Territories,10,2,2,
8847,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Territories,10,2,2,
8848,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Territories,10,2,2,
8849,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Territories,10,2,2,
8850,Stimulants,Hospitalizations,Total substance-related poisoning hospitalisations,Canada,11,2,2,
8851,Stimulants,Hospitalizations,Total substance-related poisoning hospitalisations,Canada,11,2,2,
8852,Stimulants,Hospitalizations,Total substance-related poisoning hospitalisations,Canada,11,2,2,
8853,Stimulants,Hospitalizations,Total substance-related poisoning hospitalisations,Canada,11,2,2,
8854,Stimulants,Hospitalizations,Total substance-related poisoning hospitalisations,Canada,11,2,2,
8855,Stimulants,Hospitalizations,Total substance-related poisoning hospitalisations,Canada,11,2,2,
8856,Stimulants,Hospitalizations,Total substance-related poisoning hospitalisations,Canada,11,2,2,
8857,Stimulants,Hospitalizations,Total substance-related poisoning hospitalisations,Canada,11,2,2,
8858,Stimulants,Hospitalizations,Total substance-related poisoning hospitalisations,Canada,11,2,2,
8859,Stimulants,Hospitalizations,Total substance-related poisoning hospitalisations,Canada,11,2,2,
8860,Stimulants,Hospitalizations,Total substance-related poisoning hospitalisations,Canada,11,2,2,
8861,Stimulants,Hospitalizations,Total substance-related poisoning hospitalisations,Canada,11,2,2,
8862,Stimulants,Hospitalizations,Total substance-related poisoning hospitalisations,Canada,11,2,2,
8863,Stimulants,Hospitalizations,Total substance-related poisoning hospitalisations,Canada,11,2,2,
8864,Stimulants,Hospitalizations,Total substance-related poisoning hospitalisations,Canada,11,2,2,
8865,Stimulants,Hospitalizations,Total substance-related poisoning hospitalisations,Canada,11,2,2,
8866,Stimulants,Hospitalizations,Total substance-related poisoning hospitalisations,Canada,11,2,2,
8867,Stimulants,Hospitalizations,Total substance-related poisoning hospitalisations,Canada,11,2,2,
8868,Stimulants,Hospitalizations,Total substance-related poisoning hospitalisations,Canada,11,2,2,
8869,Stimulants,Hospitalizations,Total substance-related poisoning hospitalisations,Canada,11,2,2,
8870,Stimulants,Hospitalizations,Total substance-related poisoning hospitalisations,Canada,11,2,2,
8871,Stimulants,Hospitalizations,Total substance-related poisoning hospitalisations,Canada,11,2,2,
8872,Stimulants,Hospitalizations,Total substance-related poisoning hospitalisations,Canada,11,2,2,
8873,Stimulants,Hospitalizations,Total substance-related poisoning hospitalisations,Canada,11,2,2,
8874,Stimulants,Hospitalizations,Total substance-related poisoning hospitalisations,Canada,11,2,2,
8875,Stimulants,Hospitalizations,Total substance-related poisoning hospitalisations,Canada,11,2,2,
8876,Stimulants,Hospitalizations,Total substance-related poisoning hospitalisations,Canada,11,2,2,
8877,Stimulants,Hospitalizations,Total substance-related poisoning hospitalisations,Canada,11,2,2,
8878,Stimulants,Hospitalizations,Total substance-related poisoning hospitalisations,Canada,11,2,2,
8879,Stimulants,Hospitalizations,Total substance-related poisoning hospitalisations,Canada,11,2,2,
8880,Stimulants,Hospitalizations,Intentional substance-related poisoning hospitalisations,Canada,12,2,2,
8881,Stimulants,Hospitalizations,Intentional substance-related poisoning hospitalisations,Canada,12,2,2,
8882,Stimulants,Hospitalizations,Intentional substance-related poisoning hospitalisations,Canada,12,2,2,
8883,Stimulants,Hospitalizations,Intentional substance-related poisoning hospitalisations,Canada,12,2,2,
8884,Stimulants,Hospitalizations,Intentional substance-related poisoning hospitalisations,Canada,12,2,2,
8885,Stimulants,Hospitalizations,Intentional substance-related poisoning hospitalisations,Canada,12,2,2,
8886,Stimulants,Hospitalizations,Intentional substance-related poisoning hospitalisations,Canada,12,2,2,
8887,Stimulants,Hospitalizations,Intentional substance-related poisoning hospitalisations,Canada,12,2,2,
8888,Stimulants,Hospitalizations,Intentional substance-related poisoning hospitalisations,Canada,12,2,2,
8889,Stimulants,Hospitalizations,Intentional substance-related poisoning hospitalisations,Canada,12,2,2,
8890,Stimulants,Hospitalizations,Intentional substance-related poisoning hospitalisations,Canada,12,2,2,
8891,Stimulants,Hospitalizations,Intentional substance-related poisoning hospitalisations,Canada,12,2,2,
8892,Stimulants,Hospitalizations,Intentional substance-related poisoning hospitalisations,Canada,12,2,2,
8893,Stimulants,Hospitalizations,Intentional substance-related poisoning hospitalisations,Canada,12,2,2,
8894,Stimulants,Hospitalizations,Intentional substance-related poisoning hospitalisations,Canada,12,2,2,
8895,Stimulants,Hospitalizations,Intentional substance-related poisoning hospitalisations,Canada,12,2,2,
8896,Stimulants,Hospitalizations,Intentional substance-related poisoning hospitalisations,Canada,12,2,2,
8897,Stimulants,Hospitalizations,Intentional substance-related poisoning hospitalisations,Canada,12,2,2,
8898,Stimulants,Hospitalizations,Intentional substance-related poisoning hospitalisations,Canada,12,2,2,
8899,Stimulants,Hospitalizations,Intentional substance-related poisoning hospitalisations,Canada,12,2,2,
8900,Stimulants,Hospitalizations,Intentional substance-related poisoning hospitalisations,Canada,12,2,2,
8901,Stimulants,Hospitalizations,Intentional substance-related poisoning hospitalisations,Canada,12,2,2,
8902,Stimulants,Hospitalizations,Intentional substance-related poisoning hospitalisations,Canada,12,2,2,
8903,Stimulants,Hospitalizations,Intentional substance-related poisoning hospitalisations,Canada,12,2,2,
8904,Stimulants,Hospitalizations,Intentional substance-related poisoning hospitalisations,Canada,12,2,2,
8905,Stimulants,Hospitalizations,Intentional substance-related poisoning hospitalisations,Canada,12,2,2,
8906,Stimulants,Hospitalizations,Intentional substance-related poisoning hospitalisations,Canada,12,2,2,
8907,Stimulants,Hospitalizations,Intentional substance-related poisoning hospitalisations,Canada,12,2,2,
8908,Stimulants,Hospitalizations,Intentional substance-related poisoning hospitalisations,Canada,12,2,2,
8909,Stimulants,Hospitalizations,Intentional substance-related poisoning hospitalisations,Canada,12,2,2,
8910,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Canada,10,2,2,
8911,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Canada,10,2,2,
8912,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Canada,10,2,2,
8913,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Canada,10,2,2,
8914,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Canada,10,2,2,
8915,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Canada,10,2,2,
8916,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Canada,10,2,2,
8917,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Canada,10,2,2,
8918,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Canada,10,2,2,
8919,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Canada,10,2,2,
8920,Stimulants,Hospitalizations,Total substance-related poisoning hospitalisations,Canada,11,2,2,
8921,Stimulants,Hospitalizations,Total substance-related poisoning hospitalisations,Canada,11,2,2,
8922,Stimulants,Hospitalizations,Total substance-related poisoning hospitalisations,Canada,11,2,2,
8923,Stimulants,Hospitalizations,Total substance-related poisoning hospitalisations,Canada,11,2,2,
8924,Stimulants,Hospitalizations,Total substance-related poisoning hospitalisations,Canada,11,2,2,
8925,Stimulants,Hospitalizations,Total substance-related poisoning hospitalisations,Canada,11,2,2,
8926,Stimulants,Hospitalizations,Total substance-related poisoning hospitalisations,Canada,11,2,2,
8927,Stimulants,Hospitalizations,Total substance-related poisoning hospitalisations,Canada,11,2,2,
8928,Stimulants,Hospitalizations,Total substance-related poisoning hospitalisations,Canada,11,2,2,
8929,Stimulants,Hospitalizations,Total substance-related poisoning hospitalisations,Canada,11,2,2,
8930,Stimulants,Hospitalizations,Intentional substance-related poisoning hospitalisations,Canada,12,2,2,
8931,Stimulants,Hospitalizations,Intentional substance-related poisoning hospitalisations,Canada,12,2,2,
8932,Stimulants,Hospitalizations,Intentional substance-related poisoning hospitalisations,Canada,12,2,2,
8933,Stimulants,Hospitalizations,Intentional substance-related poisoning hospitalisations,Canada,12,2,2,
8934,Stimulants,Hospitalizations,Intentional substance-related poisoning hospitalisations,Canada,12,2,2,
8935,Stimulants,Hospitalizations,Intentional substance-related poisoning hospitalisations,Canada,12,2,2,
8936,Stimulants,Hospitalizations,Intentional substance-related poisoning hospitalisations,Canada,12,2,2,
8937,Stimulants,Hospitalizations,Intentional substance-related poisoning hospitalisations,Canada,12,2,2,
8938,Stimulants,Hospitalizations,Intentional substance-related poisoning hospitalisations,Canada,12,2,2,
8939,Stimulants,Hospitalizations,Intentional substance-related poisoning hospitalisations,Canada,12,2,2,
8940,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Canada,10,2,2,
8941,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Canada,10,2,2,
8942,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Canada,10,2,2,
8943,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Canada,10,2,2,
8944,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Canada,10,2,2,
8945,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Canada,10,2,2,
8946,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Canada,10,2,2,
8947,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Canada,10,2,2,
8948,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Canada,10,2,2,
8949,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Canada,10,2,2,
8950,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Canada,10,2,2,
8951,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Canada,10,2,2,
8952,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Canada,10,2,2,
8953,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Canada,10,2,2,
8954,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Canada,10,2,2,
8955,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Canada,10,2,2,
8956,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Canada,10,2,2,
8957,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Canada,10,2,2,
8958,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Canada,10,2,2,
8959,Stimulants,Hospitalizations,Accidental substance-related poisoning hospitalisations,Canada,10,2,2,
8960,Stimulants,Hospitalizations,Total substance-related poisoning hospitalisations,Canada,11,2,2,
8961,Stimulants,Hospitalizations,Total substance-related poisoning hospitalisations,Canada,11,2,2,
8962,Stimulants,Hospitalizations,Total substance-related poisoning hospitalisations,Canada,11,2,2,
8963,Stimulants,Hospitalizations,Total substance-related poisoning hospitalisations,Canada,11,2,2,
8964,Stimulants,Hospitalizations,Total substance-related poisoning hospitalisations,Canada,11,2,2,
8965,Stimulants,Hospitalizations,Total substance-related poisoning hospitalisations,Canada,11,2,2,
8966,Stimulants,Hospitalizations,Total substance-related poisoning hospitalisations,Canada,11,2,2,
8967,Stimulants,Hospitalizations,Total substance-related poisoning hospitalisations,Canada,11,2,2,
8968,Stimulants,Hospitalizations,Total substance-related poisoning hospitalisations,Canada,11,2,2,
8969,Stimulants,Hospitalizations,Total substance-related poisoning hospitalisations,Canada,11,2,2,
8970,Stimulants,Hospitalizations,Total substance-related poisoning hospitalisations,Canada,11,2,2,
8971,Stimulants,Hospitalizations,Total substance-related poisoning hospitalisations,Canada,11,2,2,
8972,Stimulants,Hospitalizations,Total substance-related poisoning hospitalisations,Canada,11,2,2,
8973,Stimulants,Hospitalizations,Total substance-related poisoning hospitalisations,Canada,11,2,2,
8974,Stimulants,Hospitalizations,Total substance-related poisoning hospitalisations,Canada,11,2,2,
8975,Stimulants,Hospitalizations,Total substance-related poisoning hospitalisations,Canada,11,2,2,
8976,Stimulants,Hospitalizations,Total substance-related poisoning hospitalisations,Canada,11,2,2,
8977,Stimulants,Hospitalizations,Total substance-related poisoning hospitalisations,Canada,11,2,2,
8978,Stimulants,Hospitalizations,Total substance-related poisoning hospitalisations,Canada,11,2,2,
8979,Stimulants,Hospitalizations,Total substance-related poisoning hospitalisations,Canada,11,2,2,
